"spp","long","lat","He","He_harm","He_harm2","He_harm3","Source","Marker","min_dist","He_harm_w","He_harm2_w","He_harm3_w","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","trend.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","Nperiodes","N","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","Name","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Extent","NtempUnits","LogNtempUnits","Grain","ContinuousGrain","Quality","PrAb","StartF","ExtentF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","shift_sign","shift_vel_sign","lag","lag2","lag3"
"Clupea harengus",-67.415,41.5977,0.893,0.898390342052314,2.12118615022837,0.789548510801638,"Malin","Microsatellite",66533.1234239742,0.89993360397205,2.14184858429764,0.805924607800861,"A53_P2","Clupea harengus","A53","P2","LAT","LE","0",0,"km/year",40,0.5550728,NA,0.02146601,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",40,22,"small","abundance-based",2.91520853353628,"vertebrate","N",0,0.5550728,"pos","A53_P2","Nye_al_2009_MEPS","10.3354/meps08220",-71.6708,39.71171,175594.28,797.83,NA,NA,NA,NA,797.83,40,3.68887945411394,"small",1,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S27370","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,"neg","negpos",0.5550728,0.5550728,0
"Clupea harengus",-67.415,41.5977,0.893,0.898390342052314,2.12118615022837,0.789548510801638,"Malin","Microsatellite",981693.180237301,0.894633477413238,2.11466923737906,0.784383504752587,"A53_P2","Clupea harengus","A53","P2","LAT","TE","0",0,"km/year",40,0.5550728,NA,0.02146601,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",40,22,"small","abundance-based",2.91520853353628,"vertebrate","N",0,0.5550728,"pos","A53_P2","Nye_al_2009_MEPS","10.3354/meps08220",-71.6708,39.71171,175594.28,797.83,NA,NA,NA,NA,797.83,40,3.68887945411394,"small",1,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S27363","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,"neg","negpos",0.5550728,0.5550728,0
"Amblyraja radiata",-47.37,46.07,0.834,0.828865979381443,1.60603426659615,-0.0319745105306935,"Malin","Mitochondrial",2008010.60765028,0.787009326962582,1.40094744845385,-0.131034031582541,"A117_P5","Amblyraja radiata","A117","P5","LAT","O","0.004907848",0.5463661786,"km/year",41,1.307107573,NA,0.025828146,1968,2008,"CONTINUOUS","OPPORTUNISTIC","no",41,78,"large","abundance-based",2.85284488982144,"vertebrate","N",0.5463661786,1.307107573,"pos","A117_P5","Pinsky_al_2013_Science","10.1126/science.1239352",-70.81684,40.18485,163911.81,715.34,NA,NA,NA,NA,715.34,41,3.71357206670431,"very_large",4,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S3712","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Fish","M",-70.81684365,40.1848508,-67.976817459558,43.0333475103794,-75.00860003976,36.6376259803548,"pos","pospos",0.7607413944,0.7607413944,0.7607413944
"Amblyraja radiata",-47.37,46.07,0.834,0.828865979381443,1.60603426659615,-0.0319745105306935,"Malin","Mitochondrial",457944.756905826,0.814273499143419,1.53355645046797,-0.0669822102823158,"A117_P7","Amblyraja radiata","A117","P7","LAT","O","0.009611518",1.07000224135,"km/year",10,6.006578295,NA,0.0487706,1995,2004,"CONTINUOUS","OPPORTUNISTIC","no",17,159,"large","abundance-based",3.36163679990675,"vertebrate","N",1.07000224135,6.006578295,"pos","A117_P7","Pinsky_al_2013_Science","10.1126/science.1239352",-51.66335,48.98899,234486.71,917.6,NA,NA,NA,NA,917.6,10,2.30258509299405,"very_large",4,"RAW","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3764","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Fish","M",-51.66335308,48.98898776,-51.3033494996796,52.3992838551658,-52.6808831614287,43.7561471376803,"pos","pospos",4.93657605365,4.93657605365,4.93657605365
"Amblyraja radiata",-47.37,46.07,0.834,0.828865979381443,1.60603426659615,-0.0319745105306935,"Malin","Mitochondrial",1249251.15305811,0.795098027794136,1.43985250694148,-0.112242397409325,"A117_P8","Amblyraja radiata","A117","P8","LAT","O","0.002328795",0.259253103375,"km/year",42,2.125183624,NA,0.021209842,1970,2011,"CONTINUOUS","OPPORTUNISTIC","no",42,51,"large","abundance-based",2.17270668067658,"vertebrate","N",0.259253103375,2.125183624,"pos","A117_P8","Pinsky_al_2013_Science","10.1126/science.1239352",-62.9366,43.89246,78357.38,219.52,NA,NA,NA,NA,219.52,42,3.73766961828337,"very_large",4,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S3810","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Fish","M",-62.93660221,43.89246483,-60.8897559696622,44.8812906195665,-65.052144270042,42.8722108100809,"pos","pospos",1.865930520625,1.865930520625,1.865930520625
"Amblyraja radiata",-47.37,46.07,0.834,0.828865979381443,1.60603426659615,-0.0319745105306935,"Malin","Mitochondrial",1192806.14268076,0.794359833029275,1.4356750791497,-0.11426014774565,"A117_P9","Amblyraja radiata","A117","P9","LAT","O","0.006578711",0.732375002075,"km/year",39,2.113619597,NA,0.017501757,1971,2009,"CONTINUOUS","OPPORTUNISTIC","no",39,18,"large","abundance-based",1.58228124699241,"vertebrate","N",0.732375002075,2.113619597,"pos","A117_P9","Pinsky_al_2013_Science","10.1126/science.1239352",-62.8829,47.39289,40842.79,245.39,NA,NA,NA,NA,245.39,39,3.66356164612965,"very_large",4,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S3829","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Fish","M",-62.8828991,47.39289012,-63.2711217000064,48.4738378199595,-62.555372490448,46.1760654002981,"pos","pospos",1.381244594925,1.381244594925,1.381244594925
"Amblyraja radiata",-47.37,46.07,0.834,0.828865979381443,1.60603426659615,-0.0319745105306935,"Malin","Mitochondrial",2131804.04749007,0.786182435297616,1.39702426082178,-0.132928980713593,"A196_P3","Amblyraja radiata","A196","P3","LAT","O","89319.2455",-0.65911314949593,"km/year",34.5,0.4320664,NA,0.025448739,1973,2006.5,"TWO","OPPORTUNISTIC","no",2,57,"small","abundance-based",3.08026855138626,"vertebrate","N",0.65911314949593,0.4320664,"pos","A196_P3","Kleisner_al_2016_PLoSONE","10.1371/journal.pone.0149220",-71.98624,39.50121,207609.73,813.65,NA,NA,NA,NA,813.65,2,0.693147180559945,"small",1,"RAW","abundance","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S19124","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Fish","M",-71.98624022,39.50120745,-67.1336238101907,42.1821719102056,-75.0567967101001,34.9559115697632,"neg","negpos",1.09117954949593,0.4320664,0
"Amblyraja radiata",-47.37,46.07,0.834,0.828865979381443,1.60603426659615,-0.0319745105306935,"Malin","Mitochondrial",2131804.04749007,0.786182435297616,1.39702426082178,-0.132928980713593,"A196_P4","Amblyraja radiata","A196","P4","LAT","O","93311.9072",1.02353877542248,"km/year",34.5,0.4320664,NA,0.025448739,1973,2006.5,"TWO","OPPORTUNISTIC","no",2,57,"small","abundance-based",3.08026855138626,"vertebrate","N",1.02353877542248,0.4320664,"pos","A196_P4","Kleisner_al_2016_PLoSONE","10.1371/journal.pone.0149220",-71.98624,39.50121,207609.73,813.65,NA,NA,NA,NA,813.65,2,0.693147180559945,"small",1,"RAW","abundance","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S19180","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Fish","M",-71.98624022,39.50120745,-67.1336238101907,42.1821719102056,-75.0567967101001,34.9559115697632,"pos","pospos",-0.59147237542248,-0.59147237542248,0
"Amblyraja radiata",-47.37,46.07,0.834,0.828865979381443,1.60603426659615,-0.0319745105306935,"Malin","Mitochondrial",1721017.91420937,0.789015977715813,1.41036273701385,-0.126486328401193,"A53_P1","Amblyraja radiata","A53","P1","LAT","O","0",0,"km/year",40,1.1774613,NA,0.013955273,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",40,14,"small","abundance-based",2.1897715918209,"vertebrate","N",0,1.1774613,"pos","A53_P1","Nye_al_2009_MEPS","10.3354/meps08220",-68.61873,42.90333,81040.38,361.5,NA,NA,NA,NA,361.5,40,3.68887945411394,"small",1,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S27328","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,"neg","negpos",1.1774613,1.1774613,0
"Amblyraja radiata",-47.37,46.07,0.834,0.828865979381443,1.60603426659615,-0.0319745105306935,"Malin","Mitochondrial",1839614.96672185,0.788236574854465,1.40676231685653,-0.128225376769098,"A53_P1","Amblyraja radiata","A53","P1","LAT","TE","0",0,"km/year",40,1.1774613,NA,0.013955273,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",40,14,"small","abundance-based",2.1897715918209,"vertebrate","N",0,1.1774613,"pos","A53_P1","Nye_al_2009_MEPS","10.3354/meps08220",-68.61873,42.90333,81040.38,361.5,NA,NA,NA,NA,361.5,40,3.68887945411394,"small",1,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S27331","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,"neg","negpos",1.1774613,1.1774613,0
"Amblyraja radiata",-47.37,46.07,0.834,0.828865979381443,1.60603426659615,-0.0319745105306935,"Malin","Mitochondrial",1572495.4256531,0.790119131708808,1.41548524399073,-0.124012092892978,"A53_P1","Amblyraja radiata","A53","P1","LAT","LE","-0.012",-1.3359,"km/year",40,1.1774613,NA,0.013955273,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",40,14,"small","abundance-based",2.1897715918209,"vertebrate","N",1.3359,1.1774613,"pos","A53_P1","Nye_al_2009_MEPS","10.3354/meps08220",-68.61873,42.90333,81040.38,361.5,NA,NA,NA,NA,361.5,40,3.68887945411394,"small",1,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S27339","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,"neg","negpos",2.5133613,1.1774613,0
"Sebastes helvomaculatus",-119.916666666667,46.256,0.957,0.955670103092783,3.06534178494483,0.672889435111493,"Malin","Mitochondrial",482166.225590331,0.922648041142584,2.59167525500623,0.444102524187491,"A117_P6","Sebastes helvomaculatus","A117","P6","LAT","O","0.112914362",12.57019,"km/year",28,-1.780037,NA,-0.007991092,1977,2004,"CONTINUOUS","OPPORTUNISTIC","no",28,126,"large","abundance-based",2.70284802655915,"vertebrate","N",12.57019,-1.780037,"neg","A117_P6","Pinsky_al_2013_Science","10.1126/science.1239352",-124.71487,43.57044,133660.36,1275.77,NA,NA,NA,NA,1275.77,28,3.3322045101752,"very_large",4,"RAW","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3719","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Fish","M",-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,"pos","posneg",14.350227,1.780037,0
"Sebastes flavidus",-124.65957,43.9759,0.652,0.648287664129105,0.628557315097946,-0.432247903235919,"Malin","Mitochondrial",45269.3324658433,0.642317740871014,0.608951144368102,-0.434063509251883,"A117_P6","Sebastes flavidus","A117","P6","LAT","O","0.145269426",16.17212,"km/year",28,-1.780037,NA,-0.007991092,1977,2004,"CONTINUOUS","OPPORTUNISTIC","no",28,126,"large","abundance-based",2.70284802655915,"vertebrate","N",16.17212,-1.780037,"neg","A117_P6","Pinsky_al_2013_Science","10.1126/science.1239352",-124.71487,43.57044,133660.36,1275.77,NA,NA,NA,NA,1275.77,28,3.3322045101752,"very_large",4,"RAW","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3742","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Fish","M",-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,"pos","posneg",17.952157,1.780037,0
"Sebastes paucispinis",-127.3833333,49.66666667,0.666,0.670020120724346,0.690044946344911,-0.344708329211224,"Malin","Microsatellite",707704.901698258,0.665263316055487,0.672514443463075,-0.358602201282429,"A117_P6","Sebastes paucispinis","A117","P6","LAT","O","0.072661973",8.089094,"km/year",28,-1.780037,NA,-0.007991092,1977,2004,"CONTINUOUS","OPPORTUNISTIC","no",28,126,"large","abundance-based",2.70284802655915,"vertebrate","N",8.089094,-1.780037,"neg","A117_P6","Pinsky_al_2013_Science","10.1126/science.1239352",-124.71487,43.57044,133660.36,1275.77,NA,NA,NA,NA,1275.77,28,3.3322045101752,"very_large",4,"RAW","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3729","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Fish","M",-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,"pos","posneg",9.869131,1.780037,0
"Sebastes paucispinis",-119.2,32.73333333,0.633,0.63682092555332,0.545028993557853,-0.4596413182925,"Malin","Microsatellite",179406.499120429,0.667997280908368,0.687355377477733,-0.346839958065179,"A68_P1","Sebastes paucispinis","A68","P1","LAT","O","0.3178",1.415163,"km/year",25,2.669478,NA,0.01812141,1963,1987,"TWO","PROCESSED","no",2,26,"small","abundance-based",2.97821524229208,"vertebrate","N",1.415163,2.669478,"pos","A68_P1","Hsieh_al_2008_CJFAS","10.1139/f08-017",-121.11411,32.74546,202618.61,585.97,NA,NA,NA,NA,585.97,2,0.693147180559945,"small",1,"RESURVEYED","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S28083","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Fish","M",-121.11411156,32.74545734,-120.659744819668,35.1449554957995,-122.585626415826,30.0855273337195,"pos","pospos",1.254315,1.254315,1.254315
"Alosa sapidissima",-120.0102552,47.17197423,0.71,0.714285714285714,0.89524227860663,-0.182078340612839,"Lawrence & Fraser","Microsatellite",543891.586603182,0.749866709116282,1.10189037564237,-0.0182985424333143,"A117_P6","Alosa sapidissima","A117","P6","LAT","O","0.138530497",15.421907578525,"km/year",28,-1.780036945,NA,-0.007991092,1977,2004,"CONTINUOUS","OPPORTUNISTIC","no",28,126,"large","abundance-based",2.70284789454081,"vertebrate","N",15.421907578525,-1.780036945,"neg","A117_P6","Pinsky_al_2013_Science","10.1126/science.1239352",-124.71487,43.57044,133660.36,1275.77,NA,NA,NA,NA,1275.77,28,3.3322045101752,"very_large",4,"RAW","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3725","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Fish","M",-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,"pos","posneg",17.201944523525,1.780036945,0
"Alosa sapidissima",-65.996482,43.87555556,0.72,0.724346076458752,0.944309922237218,-0.143189578092212,"Lawrence & Fraser","Microsatellite",187467.091754894,0.756618975213142,1.13406383592586,0.00720066567724962,"A196_P1","Alosa sapidissima","A196","P1","LAT","O","109945.813",-1.21051173976839,"km/year",34.5,1.698053744,NA,0.021693645,1973,2006.5,"TWO","OPPORTUNISTIC","no",2,30,"small","abundance-based",2.50768096345634,"vertebrate","N",1.21051173976839,1.698053744,"pos","A196_P1","Kleisner_al_2016_PLoSONE","10.1371/journal.pone.0149220",-68.07695,43.13126,110965.43,398.7,NA,NA,NA,NA,398.7,2,0.693147180559945,"small",1,"RAW","abundance","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S19096","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Fish","M",-68.07695057,43.1312602,-67.1066230003511,44.9583303501656,-68.8462091497324,41.3255996403112,"neg","negpos",2.90856548376839,1.698053744,0
"Alosa sapidissima",-73.79333666,42.38298968,0.78,0.784708249496982,1.26543957349541,0.111323046156299,"Lawrence & Fraser","Microsatellite",354343.359901607,0.831827196664751,1.58465397901322,0.364317734525776,"A196_P3","Alosa sapidissima","A196","P3","LAT","O","75862.4456",0.244789778394546,"km/year",34.5,0.4320664,NA,0.025448739,1973,2006.5,"TWO","OPPORTUNISTIC","no",2,57,"small","abundance-based",3.08026855138626,"vertebrate","N",0.244789778394546,0.4320664,"pos","A196_P3","Kleisner_al_2016_PLoSONE","10.1371/journal.pone.0149220",-71.98624,39.50121,207609.73,813.65,NA,NA,NA,NA,813.65,2,0.693147180559945,"small",1,"RAW","abundance","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S19150","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Fish","M",-71.98624022,39.50120745,-67.1336238101907,42.1821719102056,-75.0567967101001,34.9559115697632,"pos","pospos",0.187276621605454,0.187276621605454,0.187276621605454
"Alosa sapidissima",-65.996482,43.87555556,0.72,0.724346076458752,0.944309922237218,-0.143189578092212,"Lawrence & Fraser","Microsatellite",213751.022100383,0.76043366205336,1.15597798676522,0.0245688159444436,"A53_P2","Alosa sapidissima","A53","P2","LAT","LE","0.051",5.677575,"km/year",40,0.555072844,NA,0.021466009,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",40,22,"small","abundance-based",2.9152088028741,"vertebrate","N",5.677575,0.555072844,"pos","A53_P2","Nye_al_2009_MEPS","10.3354/meps08220",-71.6708,39.71171,175594.28,797.83,NA,NA,NA,NA,797.83,40,3.68887945411394,"small",1,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S27382","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,"pos","pospos",-5.122502156,-5.122502156,0
"Alosa sapidissima",-73.79333666,42.38298968,0.78,0.784708249496982,1.26543957349541,0.111323046156299,"Lawrence & Fraser","Microsatellite",346165.977946525,0.829011443882064,1.56749793764645,0.350720643466555,"A53_P2","Alosa sapidissima","A53","P2","LAT","O","6.86",6.86,"km/year",40,0.555072844,NA,0.021466009,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",40,22,"small","abundance-based",2.9152088028741,"vertebrate","N",6.86,0.555072844,"pos","A53_P2","Nye_al_2009_MEPS","10.3354/meps08220",-71.6708,39.71171,175594.28,797.83,NA,NA,NA,NA,797.83,40,3.68887945411394,"small",1,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S27384","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,"pos","pospos",-6.304927156,-6.304927156,0
"Alosa sapidissima",-76.8593441,36.62025782,0.787,0.791750503018109,1.30669810982777,0.144022668609277,"Lawrence & Fraser","Microsatellite",235939.381773116,0.82205575199586,1.51103782048632,0.305972945683118,"A53_P2","Alosa sapidissima","A53","P2","LAT","TE","0",0,"km/year",40,0.555072844,NA,0.021466009,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",40,22,"small","abundance-based",2.9152088028741,"vertebrate","N",0,0.555072844,"pos","A53_P2","Nye_al_2009_MEPS","10.3354/meps08220",-71.6708,39.71171,175594.28,797.83,NA,NA,NA,NA,797.83,40,3.68887945411394,"small",1,"RAW","abundance","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S27381","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,"neg","negpos",0.555072844,0.555072844,0
"Sebastes crameri",-124.78,42.89,0.71,0.714285714285714,0.89524227860663,-0.182078340612839,"Malin","Microsatellite",75779.8304194726,0.694381585466806,0.801898516831587,-0.256058322447318,"A117_P6","Sebastes crameri","A117","P6","LAT","O","0.105531051",11.74824,"km/year",28,-1.780037,NA,-0.007991092,1977,2004,"CONTINUOUS","OPPORTUNISTIC","no",28,126,"large","abundance-based",2.70284802655915,"vertebrate","N",11.74824,-1.780037,"neg","A117_P6","Pinsky_al_2013_Science","10.1126/science.1239352",-124.71487,43.57044,133660.36,1275.77,NA,NA,NA,NA,1275.77,28,3.3322045101752,"very_large",4,"RAW","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3754","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Fish","M",-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,"pos","posneg",13.528277,1.780037,0
"Sebastes entomelas",-129.268799,51.165567,0.715,0.719315895372233,0.935647201774238,-0.150055252780071,"Malin","Microsatellite",911328.927703617,0.719315895372233,0.935647201774238,-0.150055252780071,"A117_P6","Sebastes entomelas","A117","P6","LAT","O","0.069468746",7.733608,"km/year",28,-1.780037,NA,-0.007991092,1977,2004,"CONTINUOUS","OPPORTUNISTIC","no",28,126,"large","abundance-based",2.70284802655915,"vertebrate","N",7.733608,-1.780037,"neg","A117_P6","Pinsky_al_2013_Science","10.1126/science.1239352",-124.71487,43.57044,133660.36,1275.77,NA,NA,NA,NA,1275.77,28,3.3322045101752,"very_large",4,"RAW","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3755","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Fish","M",-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,"pos","posneg",9.513645,1.780037,0
"Sebastes pinniger",-124.6,43.27,0.71,0.714285714285714,0.89524227860663,-0.182078340612839,"Malin","Microsatellite",34651.1363188443,0.702910007379744,0.852075531415994,-0.216290323420142,"A117_P6","Sebastes pinniger","A117","P6","LAT","O","0.029370773",3.269701,"km/year",28,-1.780037,NA,-0.007991092,1977,2004,"CONTINUOUS","OPPORTUNISTIC","no",28,126,"large","abundance-based",2.70284802655915,"vertebrate","N",3.269701,-1.780037,"neg","A117_P6","Pinsky_al_2013_Science","10.1126/science.1239352",-124.71487,43.57044,133660.36,1275.77,NA,NA,NA,NA,1275.77,28,3.3322045101752,"very_large",4,"RAW","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3741","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Fish","M",-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,"pos","posneg",5.049738,1.780037,0
"Boreogadus saida",-57.07,67.22,0.34,0.319587628865979,-0.660861673656472,-1.12691385451132,"Malin","Mitochondrial",2053503.10596657,0.413546599970442,-0.287641068109942,-0.946643592546131,"A117_P7","Boreogadus saida","A117","P7","LAT","O","-0.03220636",-3.585373,"km/year",10,6.006578,NA,0.0487706,1995,2004,"CONTINUOUS","OPPORTUNISTIC","no",17,159,"large","abundance-based",3.36163674407444,"vertebrate","N",3.585373,6.006578,"pos","A117_P7","Pinsky_al_2013_Science","10.1126/science.1239352",-51.66335,48.98899,234486.71,917.6,NA,NA,NA,NA,917.6,10,2.30258509299405,"very_large",4,"RAW","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3776","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","Fish","M",-51.66335308,48.98898776,-51.3033494996796,52.3992838551658,-52.6808831614287,43.7561471376803,"neg","negpos",9.591951,6.006578,0
"Boreogadus saida",-175,60,0.3,0.278350515463918,-0.84404952230272,-1.21539589696432,"Malin","Mitochondrial",442748.159240644,0.326519282416719,-0.6470784808165,-1.12025639844632,"A54_P1","Boreogadus saida","A54","P1","LAT","O","40",1.6,"km/year",25,0.322415,NA,0.007159525,1982,2006,"CONTINUOUS","OPPORTUNISTIC","yes",25,39,"large","abundance-based",4.43152833135829,"vertebrate","N",1.6,0.322415,"pos","A54_P1","Mueter_Litzow_2008_EA","10.1890/07-0564.1",-168.06525,58.23821,559768.17,672.77,NA,NA,NA,NA,672.77,25,3.2188758248682,"very_large",4,"RAW","abundance","(1.97e+03,1.99e+03]","[33.8,880]","(62.4,1.23e+04]","[1,99]","S27453","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","Fish","M",-168.06525109,58.23821268,-165.337791512069,61.1478672228941,-167.193641100956,54.2693412781775,"pos","pospos",-1.277585,-1.277585,0
"Macrourus berglax",-41,60,0.61,0.613682092555332,0.447247945610796,-0.537138089510196,"Malin","Microsatellite",1403066.26661506,0.632917804430572,0.53528179958725,-0.467366496913651,"A117_P7","Macrourus berglax","A117","P7","LAT","O","0.082654866",9.201553,"km/year",10,6.006578,NA,0.0487706,1995,2004,"CONTINUOUS","OPPORTUNISTIC","no",17,159,"large","abundance-based",3.36163674407444,"vertebrate","N",9.201553,6.006578,"pos","A117_P7","Pinsky_al_2013_Science","10.1126/science.1239352",-51.66335,48.98899,234486.71,917.6,NA,NA,NA,NA,917.6,10,2.30258509299405,"very_large",4,"RAW","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(4.85,31.3]","(99,277]","S3757","Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Macrourus","Fish","M",-51.66335308,48.98898776,-51.3033494996796,52.3992838551658,-52.6808831614287,43.7561471376803,"pos","pospos",-3.194975,-3.194975,0
