"spp","N.x","He_harm","He_harm2","He_harm3","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","N.y","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","StartF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","lag","lag2","lag3","SHIFT_cor","shift_sign","shift_vel_sign","shiftC_sign","shiftC_vel_sign","lagC","lagC2","lagC3"
"Melanogrammus aeglefinus",17,0.94,2.75123621826365,1.46520449853086,"A53_P1","Melanogrammus aeglefinus",53,"P1","LAT","LE","0",0,"km/year",40,1.177461,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",14,"small","abundance-based",2.18977153898413,"vertebrate","N",0,1.177461,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18484","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,1.177461,1.177461,0,-0.0166868232036277,"neg","negpos","neg","negpos",1.19414782320363,1.177461,0
"Melanogrammus aeglefinus",17,0.94,2.75123621826365,1.46520449853086,"A53_P2","Melanogrammus aeglefinus",53,"P2","LAT","LE","0",0,"km/year",40,0.5550728,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",22,"small","abundance-based",2.91520853353628,"vertebrate","N",0,0.5550728,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18479","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,0.5550728,0.5550728,0,-0.0920717925731527,"neg","negpos","neg","negpos",0.647144592573153,0.5550728,0
"Melanogrammus aeglefinus",17,0.94,2.75123621826365,1.46520449853086,"A53_P1","Melanogrammus aeglefinus",53,"P1","LAT","TE","0",0,"km/year",40,1.177461,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",14,"small","abundance-based",2.18977153898413,"vertebrate","N",0,1.177461,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18480","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,1.177461,1.177461,0,-0.389872075859558,"neg","negpos","neg","negpos",1.56733307585956,1.177461,0
"Melanogrammus aeglefinus",17,0.94,2.75123621826365,1.46520449853086,"A53_P2","Melanogrammus aeglefinus",53,"P2","LAT","TE","0",0,"km/year",40,0.5550728,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",22,"small","abundance-based",2.91520853353628,"vertebrate","N",0,0.5550728,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18494","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,0.5550728,0.5550728,0,0.313106207219596,"neg","negpos","pos","pospos",0.241966592780404,0.241966592780404,0.241966592780404
"Meleagris gallopavo",4,0.75595,1.13067226203223,0.211865548588914,"A10_P1","Meleagris gallopavo",10,"P1","LAT","O","20.35",20.35,"km/year",30,1.0197,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177243856,"vertebrate","N",20.35,1.0197,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S18511","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,-19.3303,-19.3303,0,3.74483753002595,"pos","pospos","pos","pospos",-2.72513753002595,-2.72513753002595,0
"Meleagris gallopavo",4,0.75595,1.13067226203223,0.211865548588914,"A10_P1","Meleagris gallopavo",10,"P1","LAT","O","39.34",39.34,"km/year",30,1.0197,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177243856,"vertebrate","N",39.34,1.0197,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S18514","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,-38.3203,-38.3203,0,9.48588747695863,"pos","pospos","pos","pospos",-8.46618747695863,-8.46618747695863,0
"Meleagris gallopavo",4,0.75595,1.13067226203223,0.211865548588914,"A122_P1","Meleagris gallopavo",122,"P1","LAT","O","656",16.4,"km/year",40,1.960697,NA,1966,2005,"CONTINUOUS","PROCESSED","no",290,"large","abundance-based",7.00895987073912,"vertebrate","N",16.4,1.960697,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","(254,924]","S18512","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,-14.439303,-14.439303,0,2.34887897265259,"pos","pospos","pos","pospos",-0.38818197265259,-0.38818197265259,0
"Meleagris gallopavo",4,0.75595,1.13067226203223,0.211865548588914,"A162_P1","Meleagris gallopavo",162,"P1","LAT","O","1.83",8.857598,"km/year",23,1.477767,NA,1979.5,2001.5,"TWO","OPPORTUNISTIC","no",277,"moderate","abundance-based",5.30691430673355,"vertebrate","N",8.857598,1.477767,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(254,924]","S18516","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Bird","T",-100.02658655,40.50261078,-100.048893021396,51.0916501847083,-99.2142355066633,29.2612526817659,-7.379831,-7.379831,0,0.0205018443161081,"pos","pospos","pos","pospos",1.45726515568389,1.45726515568389,1.45726515568389
"Meleagris gallopavo",4,0.75595,1.13067226203223,0.211865548588914,"A231_P1","Meleagris gallopavo",231,"P1","LAT","O","743",15.54398,"km/year",44,1.34475,NA,1969,2012,"CONTINUOUS","PROCESSED","no",57,"small","abundance-based",6.71101409730255,"vertebrate","N",15.54398,1.34475,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","[1,99]","S18515","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Bird","T",-99.37170222,39.38407759,-95.1513227421508,49.3904282981275,-80.6951847460791,25.0982034678158,-14.19923,-14.19923,0,2.40556436508695,"pos","pospos","pos","pospos",-1.06081436508695,-1.06081436508695,0
"Meleagris gallopavo",4,0.75595,1.13067226203223,0.211865548588914,"A10_P1","Meleagris gallopavo",10,"P1","LAT","LE","23.75",23.75,"km/year",30,1.0197,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177243856,"vertebrate","N",23.75,1.0197,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S18513","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,-22.7303,-22.7303,0,4.1833542264431,"pos","pospos","pos","pospos",-3.1636542264431,-3.1636542264431,0
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A109_P1","Melozone crissalis",109,"P1","ELE","O","-10",-0.3703704,"m/year",27,-0.02965498,-0.216907,1980,2006,"TWO","PROCESSED","no",28,"small","abundance-based",-0.746542050131512,"vertebrate","N",0.3703704,-0.216907,"neg","(1.97e+03,1.99e+03]","[1.54e-05,4.85]","[1,99]","S23106","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-116.42846578,33.27081484,-116.348690529844,33.9186291700003,-116.491541461569,32.6201036749447,-0.1534634,-0.1534634,0,-0.569602743721077,"neg","negneg","neg","negneg",-0.352695743721077,-0.352695743721077,0
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A115_P1","Melozone crissalis",115,"P1","ELE","O","0",0,"m/year",81.5,0.002598276,0.5182412,1926,2006.5,"TWO","PROCESSED","no",99,"small","occurrence-based",0.488298380071304,"vertebrate","N",0,0.5182412,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S18691","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-121.32379647,40.39591769,-120.508449842087,40.9021664607137,-122.136402714214,39.8892672374931,0.5182412,0.5182412,0,-0.167162099257627,"neg","negpos","neg","negpos",0.685403299257627,0.5182412,0
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A115_P2","Melozone crissalis",115,"P2","ELE","O","0",0,"m/year",87.5,-0.1326452,3.105555,1917,2003.5,"TWO","PROCESSED","no",99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",0,3.105555,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S18692","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,3.105555,3.105555,0,-0.176582188129049,"neg","negpos","neg","negpos",3.28213718812905,3.105555,0
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A115_P3","Melozone crissalis",115,"P3","ELE","O","-3",-0.03045685,"m/year",98.5,0.01712224,1.439527,1911,2008.5,"TWO","PROCESSED","no",99,"small","occurrence-based",1.01226723509027,"vertebrate","N",0.03045685,1.439527,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S18696","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,1.46998385,1.439527,0,-0.162814922532339,"neg","negpos","neg","negpos",1.60234192253234,1.439527,0
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A115_P1","Melozone crissalis",115,"P1","ELE","LE","0",0,"m/year",81.5,0.002598276,0.5182412,1926,2006.5,"TWO","PROCESSED","no",99,"small","occurrence-based",0.488298380071304,"vertebrate","N",0,0.5182412,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S18698","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-121.32379647,40.39591769,-120.508449842087,40.9021664607137,-122.136402714214,39.8892672374931,0.5182412,0.5182412,0,-0.1182186207385,"neg","negpos","neg","negpos",0.6364598207385,0.5182412,0
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A115_P2","Melozone crissalis",115,"P2","ELE","LE","0",0,"m/year",87.5,-0.1326452,3.105555,1917,2003.5,"TWO","PROCESSED","no",99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",0,3.105555,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S18700","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,3.105555,3.105555,0,-0.117535050349011,"neg","negpos","neg","negpos",3.22309005034901,3.105555,0
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A115_P3","Melozone crissalis",115,"P3","ELE","LE","-667",-6.771574,"m/year",98.5,0.01712224,1.439527,1911,2008.5,"TWO","PROCESSED","no",99,"small","occurrence-based",1.01226723509027,"vertebrate","N",6.771574,1.439527,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S18701","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,8.211101,1.439527,0,-0.974147083620867,"neg","negpos","neg","negpos",2.41367408362087,1.439527,0
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A33_P1","Melozone crissalis",33,"P1","ELE","LE","149.1",4.809677,"m/year",31,0.6484736,6.251347,1979,2009,"TWO","PROCESSED","yes",40,"moderate","abundance-based",6.33699651302256,"vertebrate","N",4.809677,6.251347,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S18694","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-109.22231811,41.54209836,-98.4558844647962,52.3407254902892,-97.4133515027696,26.0379656763749,1.44167,1.44167,1.44167,0.300401297016909,"pos","pospos","pos","pospos",5.95094570298309,5.95094570298309,5.95094570298309
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A33_P1","Melozone crissalis",33,"P1","LAT","LE","-19.01",-0.6132258,"km/year",31,0.6484736,6.251347,1979,2009,"TWO","PROCESSED","yes",40,"moderate","abundance-based",6.33699651302256,"vertebrate","N",0.6132258,0.6484736,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S18693","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-109.22231811,41.54209836,-98.4558844647962,52.3407254902892,-97.4133515027696,26.0379656763749,1.2616994,0.6484736,0,-0.0246883479054301,"neg","negpos","neg","negpos",0.67316194790543,0.6484736,0
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A115_P1","Melozone crissalis",115,"P1","ELE","TE","0",0,"m/year",81.5,0.002598276,0.5182412,1926,2006.5,"TWO","PROCESSED","no",99,"small","occurrence-based",0.488298380071304,"vertebrate","N",0,0.5182412,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S18699","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-121.32379647,40.39591769,-120.508449842087,40.9021664607137,-122.136402714214,39.8892672374931,0.5182412,0.5182412,0,0.0267507690180474,"neg","negpos","pos","pospos",0.491490430981953,0.491490430981953,0.491490430981953
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A115_P2","Melozone crissalis",115,"P2","ELE","TE","0",0,"m/year",87.5,-0.1326452,3.105555,1917,2003.5,"TWO","PROCESSED","no",99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",0,3.105555,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S18697","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,3.105555,3.105555,0,0.0375824698527674,"neg","negpos","pos","pospos",3.06797253014723,3.06797253014723,3.06797253014723
"Melozone crissalis",1,0.825,1.55051110032887,0.53656755538858,"A115_P3","Melozone crissalis",115,"P3","ELE","TE","-686",-6.964467,"m/year",98.5,0.01712224,1.439527,1911,2008.5,"TWO","PROCESSED","no",99,"small","occurrence-based",1.01226723509027,"vertebrate","N",6.964467,1.439527,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S18695","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Bird","T",-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,8.403994,1.439527,0,-1.21384302466482,"neg","negpos","neg","negpos",2.65337002466482,1.439527,0
"Merlangius merlangus",70,0.7675,1.19420967448215,0.261005178960056,"A197_P1","Merlangius merlangus",197,"P1","LAT","O","0",0,"km/year",87,1.377848,NA,1923,2009,"CONTINUOUS","PROCESSED","no",1,"large","abundance-based",4.12755268464239,"vertebrate","N",0,1.377848,"pos","[1.8e+03,1.94e+03]","(31.3,62.4]","[1,99]","S18808","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Merlangius","Fish","M",2.50285678,56.20972001,2.01050735832797,60.8175393654494,3.27886108796889,51.3312229947455,1.377848,1.377848,0,-0.0927570925352579,"neg","negpos","neg","negpos",1.47060509253526,1.377848,0
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A117_P5","Merluccius bilinearis",117,"P5","LAT","O","0.044093886",4.908752,"km/year",41,1.307108,NA,1968,2008,"CONTINUOUS","OPPORTUNISTIC","no",78,"large","abundance-based",2.85284467640544,"vertebrate","N",4.908752,1.307108,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18823","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-70.81684365,40.1848508,-67.976817459558,43.0333475103794,-75.00860003976,36.6376259803548,-3.601644,-3.601644,0,0.834244309117282,"pos","pospos","pos","pospos",0.472863690882718,0.472863690882718,0.472863690882718
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A117_P8","Merluccius bilinearis",117,"P8","LAT","O","0.005789357",0.6445002,"km/year",42,2.125184,NA,1970,2011,"CONTINUOUS","OPPORTUNISTIC","no",51,"large","abundance-based",2.17270667726051,"vertebrate","N",0.6445002,2.125184,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18820","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-62.93660221,43.89246483,-60.8897559696622,44.8812906195665,-65.052144270042,42.8722108100809,1.4806838,1.4806838,1.4806838,-0.164457146049668,"pos","pospos","neg","negpos",2.28964114604967,2.125184,0
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A196_P1","Merluccius bilinearis",196,"P1","LAT","O","26516.7466",0.2218798,"km/year",34.5,1.698054,NA,1973,2006.5,"TWO","OPPORTUNISTIC","no",30,"small","abundance-based",2.50768116384035,"vertebrate","N",0.2218798,1.698054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S18826","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-68.07695057,43.1312602,-67.1066230003511,44.9583303501656,-68.8462091497324,41.3255996403112,1.4761742,1.4761742,1.4761742,-0.278420912251722,"pos","pospos","neg","negpos",1.97647491225172,1.698054,0
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A196_P2","Merluccius bilinearis",196,"P2","LAT","O","27639.8581",0.2513562,"km/year",34.5,1.698054,NA,1973,2006.5,"TWO","OPPORTUNISTIC","no",30,"small","abundance-based",2.50768116384035,"vertebrate","N",0.2513562,1.698054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S18815","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-68.07695057,43.1312602,-67.1066230003511,44.9583303501656,-68.8462091497324,41.3255996403112,1.4466978,1.4466978,1.4466978,-0.272837879691158,"pos","pospos","neg","negpos",1.97089187969116,1.698054,0
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A196_P3","Merluccius bilinearis",196,"P3","LAT","O","64916.3199",0.5209559,"km/year",34.5,0.4320664,NA,1973,2006.5,"TWO","OPPORTUNISTIC","no",57,"small","abundance-based",3.08026871541674,"vertebrate","N",0.5209559,0.4320664,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S18819","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-71.98624022,39.50120745,-67.1336238101907,42.1821719102056,-75.0567967101001,34.9559115697632,-0.0888895,-0.0888895,0,-0.0576327361432854,"pos","pospos","neg","negpos",0.489699136143285,0.4320664,0
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A53_P1","Merluccius bilinearis",53,"P1","LAT","O","3.58",3.58,"km/year",40,1.177461,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",14,"small","abundance-based",2.18977153898413,"vertebrate","N",3.58,1.177461,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18816","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,-2.402539,-2.402539,0,0.437240329842571,"pos","pospos","pos","pospos",0.740220670157429,0.740220670157429,0.740220670157429
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A53_P2","Merluccius bilinearis",53,"P2","LAT","O","0.57",0.57,"km/year",40,0.5550728,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",22,"small","abundance-based",2.91520853353628,"vertebrate","N",0.57,0.5550728,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18821","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,-0.0149271999999999,-0.0149271999999999,0,0.0546752546342486,"pos","pospos","pos","pospos",0.500397545365751,0.500397545365751,0.500397545365751
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A53_P1","Merluccius bilinearis",53,"P1","LAT","LE","0",0,"km/year",40,1.177461,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",14,"small","abundance-based",2.18977153898413,"vertebrate","N",0,1.177461,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18825","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,1.177461,1.177461,0,-0.0166868232036277,"neg","negpos","neg","negpos",1.19414782320363,1.177461,0
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A53_P2","Merluccius bilinearis",53,"P2","LAT","LE","0",0,"km/year",40,0.5550728,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",22,"small","abundance-based",2.91520853353628,"vertebrate","N",0,0.5550728,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18827","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,0.5550728,0.5550728,0,-0.0920717925731527,"neg","negpos","neg","negpos",0.647144592573153,0.5550728,0
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A53_P1","Merluccius bilinearis",53,"P1","LAT","TE","0.016",1.7812,"km/year",40,1.177461,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",14,"small","abundance-based",2.18977153898413,"vertebrate","N",1.7812,1.177461,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18818","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,-0.603739,-0.603739,0,-0.23593979188576,"pos","pospos","neg","negpos",1.41340079188576,1.177461,0
"Merluccius bilinearis",10,0.885,2.04144027583326,0.916250600267232,"A53_P2","Merluccius bilinearis",53,"P2","LAT","TE","0",0,"km/year",40,0.5550728,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",22,"small","abundance-based",2.91520853353628,"vertebrate","N",0,0.5550728,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18814","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",-71.67080004,39.71171157,-67.2435474294703,42.1828542168487,-75.0396254650431,35.0946150503444,0.5550728,0.5550728,0,0.21026277782322,"neg","negpos","pos","pospos",0.34481002217678,0.34481002217678,0.34481002217678
"Merluccius paradoxus",3,0.52,0.0799803026072229,-0.826939835845621,"A152_P2","Merluccius paradoxus",152,"P2","LAT","O","-40.8846526",-4.088465,"km/year",26,2.754294,NA,1985,2010,"CONTINUOUS","OPPORTUNISTIC","no",54,"large","abundance-based",2.89983517154452,"vertebrate","S",4.088465,2.754294,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S18829","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Fish","M",13.50872966,-23.56533031,11.741635016243,-17.265493039572,15.1077303102057,-29.5557997973227,6.842759,2.754294,0,-0.37883151530736,"neg","negpos","neg","negpos",3.13312551530736,2.754294,0
"Micromesistius poutassou",80,0.85,1.73449580243886,0.678860732070211,"A47_P1","Micromesistius poutassou",47,"P1","LAT","TE","0.111",12.35708,"km/year",25,5.648735,NA,1977,2001,"CONTINUOUS","OPPORTUNISTIC","no",36,"small","abundance-based",4.33456087434438,"vertebrate","N",12.35708,5.648735,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S18933","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Micromesistius","Fish","M",3.41029942,56.81581123,4.73417269511384,60.9273096593134,1.6663065419134,52.2063717408632,-6.708345,-6.708345,0,0.100115614842483,"pos","pospos","pos","pospos",5.54861938515752,5.54861938515752,5.54861938515752
"Microstomus pacificus",1,0.98,3.87291971657302,0.641135816275401,"A117_P1","Microstomus pacificus",117,"P1","LAT","O","0.001325184",0.1475261,"km/year",31,2.642057,NA,1980,2010,"CONTINUOUS","OPPORTUNISTIC","no",99,"large","abundance-based",2.36033688630512,"vertebrate","N",0.1475261,2.642057,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S18967","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Fish","M",-49.52963007,52.24447969,-165.854330830403,54.2847583002554,178.752928689807,51.2981486800176,2.4945309,2.4945309,2.4945309,-0.445281318141018,"pos","pospos","neg","negpos",3.08733831814102,2.642057,0
"Microstomus pacificus",1,0.98,3.87291971657302,0.641135816275401,"A117_P3","Microstomus pacificus",117,"P3","LAT","O","-0.00804663",-0.8957911,"km/year",28,0.220773,NA,1984,2011,"CONTINUOUS","OPPORTUNISTIC","no",168,"large","abundance-based",4.36302639288034,"vertebrate","N",0.8957911,0.220773,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S18972","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Fish","M",-147.00009819,57.4678571,-146.700843539698,60.9015491099036,-165.779246930102,53.5156367599286,1.1165641,0.220773,0,-0.088597761402757,"neg","negpos","neg","negpos",0.309370761402757,0.220773,0
"Microstomus pacificus",1,0.98,3.87291971657302,0.641135816275401,"A117_P6","Microstomus pacificus",117,"P6","LAT","O","0.102304253",11.38902,"km/year",28,-1.780037,NA,1977,2004,"CONTINUOUS","OPPORTUNISTIC","no",126,"large","abundance-based",2.70284802655915,"vertebrate","N",11.38902,-1.780037,"neg","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S18975","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Fish","M",-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,13.169057,1.780037,0,1.79056931051801,"pos","posneg","pos","posneg",3.57060631051801,1.780037,0
"Microstomus pacificus",1,0.98,3.87291971657302,0.641135816275401,"A68_P1","Microstomus pacificus",68,"P1","LAT","O","0.1367",0.6087251,"km/year",25,2.669478,NA,1963,1987,"TWO","PROCESSED","no",26,"small","abundance-based",2.97821524229208,"vertebrate","N",0.6087251,2.669478,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S18970","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Fish","M",-121.11411156,32.74545734,-120.659744819668,35.1449554957995,-122.585626415826,30.0855273337195,2.0607529,2.0607529,2.0607529,0.062438173030673,"pos","pospos","pos","pospos",2.60703982696933,2.60703982696933,2.60703982696933
